ECONOMY,"1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"EU25 (European Union 25)",31.6776961046,35.5087394221,34.6935935707,35.8569740279,37.1936848458,37.5142743762,38.6414492204,39.254277541,38.6176725315,39.0139854643,40.7340210944,41.1192951501,42.459316034,43.5848403146,43.6640143476,43.7269435562,43.6264384483,44.428272015,44.1685506379,44.0903579203,44.2994206602,45.1402758813,45.6062060033,46.2383523173,47.2662401106,46.3000002507,41.6721461012,43.3508766491,42.1205914868,42.4603746145,43.8293012999,43.1188149478,40.4065277362,37.935213062,39.0896634261,39.2101476497,38.0772188057,39.0977644052,43.1864687843,44.0422107672,42.9253030266,42.2662910921,44.4478202264,43.6797834192,43.4098509666,40.5536551187,40.7519389508,42.0331056139,41.5665666386,40.0914586751,42.6339293488,41.0199264656,37.7179093196,39.6202133349,40.3019176266,41.1789199117,40.4277551997,38.335537767,37.4659497828,37.7158156952,36.2347088694,36.1632194073,33.3410109049,32.6494247052,30.8528675026,31.4914938752,31.8364888488,31.9986851413,32.9059108217,32.6588604498,32.5278469635
"EU27 (European Union 27)",32.1059144736,35.5087394221,34.6935935707,35.8569740279,37.1936848458,38.1921256214,39.338274984,39.9229381437,39.2870032175,39.7032694319,41.5039684273,41.9586409457,43.4490390986,44.6535706008,44.7740233261,44.8424579843,44.7567646541,45.6283183464,45.37141085,45.3947022841,45.5690614672,46.3769917556,46.8179095917,47.4475210987,48.5114263408,47.4961427646,42.7060345315,44.4947531661,43.28004533,43.6427877908,45.0170574543,44.2361755353,41.4693875984,39.0144450582,40.2258681407,40.4106759292,39.2755282396,40.2927214101,44.3027888517,45.0874466167,43.9230305237,43.1273722352,44.7336019074,43.9118144008,43.6224290535,40.77767394,40.9869996202,42.2893728921,41.8063529431,40.3302485884,42.8626119302,41.2383074603,37.9544710968,39.8867399114,40.6036134805,41.5110071884,40.7907911664,38.7109396219,37.857794944,38.136666232,36.6799232497,36.6162814691,33.7998279391,33.146962241,31.3094574888,31.9951108938,32.3577769176,32.5186962296,33.4679676047,33.2351845966,33.1071276932
"EU28 (European Union)",32.1059144736,35.5087394221,34.6935935707,35.8569740279,37.1936848458,38.1921256214,39.338274984,39.9229381437,39.2870032175,39.7032694319,41.5039684273,41.9586409457,43.4490390986,44.6535706008,44.7740233261,44.8424579843,44.7567646541,45.6283183464,45.37141085,45.3947022841,45.5690614672,46.3769917556,46.8179095917,47.4475210987,48.5114263408,47.4961427646,42.7060345315,44.4947531661,43.28004533,43.6427877908,45.0170574543,44.2361755353,41.4693875984,39.0144450582,40.2258681407,40.4106759292,39.2755282396,40.2927214101,44.3027888517,45.0874466167,43.9230305237,43.1273722352,44.7336019074,43.9118144008,43.7438362279,40.8810716356,41.088899669,42.376641898,41.8921709174,40.4013498027,42.9445988719,41.3134889283,38.0231533911,39.9620578885,40.679055656,41.5925176439,40.8777855445,38.7944722049,37.9433589016,38.2248518292,36.7673082462,36.699699584,33.8769784057,33.2196942119,31.3762811543,32.0619551627,32.4306473629,32.5968781696,33.5541276527,33.3258027367,33.196322219
"Euro area",14.8195987666,17.4239412525,18.7878262915,21.111354911,22.0218034143,22.3656659001,23.7064672355,24.4031551967,24.0146055064,24.9390946376,25.9935427657,26.5270483279,28.0248923378,28.9476997564,29.0773521745,29.1806545472,29.5333714713,30.451278538,30.6009645506,30.9932305614,31.6750152231,32.5487956015,33.4589267989,34.0768011671,35.4926093362,35.3170167218,32.0376578088,32.7833343952,32.2678094056,32.5280216989,33.7596643601,33.2689744957,30.7314544018,28.8333906561,29.8703002209,29.9387638421,29.093557011,29.9631843643,33.8923195298,34.6456436552,33.7913721809,33.4982380557,35.4162408796,34.7573789281,34.7853995394,32.4406993014,32.4842967571,33.7882144332,33.1322215723,31.5182786077,33.8314359211,32.5157029567,29.7853006132,31.5521374497,32.0965523044,33.0128778979,32.3243487202,30.4227091603,29.4680386576,30.0905274021,28.8919059159,28.8986471305,26.4195217905,25.7278927858,24.3892257117,24.6666063943,25.0605388264,25.0384257486,25.9690160515,25.7389884517,25.5997930175
"FTAA (Free Trade Area of the Americas)",37.415958733,34.5876066813,30.6881976891,30.1902818111,30.6495447634,29.7008045152,28.7280016781,28.2590941013,29.5260808402,29.4631968931,27.1262539923,25.5236385545,26.0285449021,25.6142385771,25.3359353997,24.7902423273,25.2225944712,24.2982170494,24.5942041497,24.7133656973,24.5890853571,23.7073985275,23.7603636721,21.836909941,21.0039461949,21.1397870151,20.8383243214,20.7592219722,20.4055656111,19.4352013931,19.165081004,19.2393302075,19.2207833561,20.7913709629,20.3146366516,20.4519426507,21.471543526,20.9745887379,18.9091740162,17.9146183537,19.2973462147,19.8101322011,18.873554269,19.5636491089,19.2902129735,20.3204727532,19.9869233613,19.3799053485,19.9925540702,21.2302030762,21.382579127,21.5783380238,22.0103579258,21.5586769723,19.9685039024,18.2251424285,17.4155058256,17.5236592471,17.3582812174,16.7302187031,16.3640110965,16.4944171055,16.6730752792,16.5323181344,16.8294883459,16.620342385,16.719005347,17.1249247611,17.0056480351,16.688980054,16.4078597542
"G20 (Group of Twenty)",74.8511292869,75.1972040731,71.65577936450001,72.9560078522,73.4412480439,73.5425463991,73.5839616241,73.8213667032,74.46987041120001,75.3906846615,75.14112421679999,75.2245143957,76.1831896458,76.71250979830001,76.5315127608,76.4158469716,76.8516865106,77.4530958221,77.8707158654,77.5858729119,78.16295610730001,78.4610792105,79.0647138213,79.1355940943,80.3296102865,79.658438203,76.41111094990001,77.46717337219999,76.71627056609999,76.6285832761,77.7362451643,76.307162996,75.3937603867,76.4631935581,75.9349631291,75.5233092836,75.8575496393,76.28740406359999,78.7595145296,78.4262599052,79.0508796992,78.2985071623,78.624214018,79.954696691,80.82754477349999,79.9397552898,79.9383164451,80.08706463430001,79.4473083721,79.55633530439999,81.08945636679999,80.1497388562,78.61564314020001,79.4614878867,79.3887298409,79.4831673108,78.9990087238,78.0068646636,77.4969179853,77.7214776223,76.7503785887,76.9583283538,76.3700866521,75.8000860833,74.6064000503,74.88657925059999,75.7328714197,77.0043237264,77.1031285584,76.79547670460001,76.6536061755
"G7 (Group of Seven)",46.0036000369,47.3823051761,43.5222531503,44.6378985524,46.3725844672,45.1452349579,45.8504431189,46.4802818541,47.935035129,49.2297026555,48.0762006067,47.5348283331,49.4159320332,49.9538002289,49.729210849,49.4791137957,50.0147207622,50.5309088694,51.3889028577,51.4045074982,52.5172587645,52.4421702661,53.1175245095,52.9898841352,52.7755660325,51.2309508988,47.7922600194,49.1150817577,48.1133503092,48.1499998211,49.7492695479,47.6884012296,45.8436871599,46.6816719443,47.0533570527,47.5565213494,48.1468127484,49.1599918332,52.1012358231,51.3030961188,51.8718108315,51.476597757,51.5658286089,52.2914801988,51.7161026003,50.9216676049,49.746752688,48.6305493726,47.6361976732,47.5120148812,48.4190370258,47.724108977,45.5699538272,45.2728330731,43.7613577914,42.3964923722,40.7705377743,38.5475556406,37.3553622472,36.3961361608,34.6169725354,34.4022998621,33.2090670067,31.9389794843,31.0262674122,30.7991417735,31.057572968,31.9777309384,32.3879114823,31.5637563328,30.9471050257
"G-77 (Group of 77)",29.0008928438,26.3966638574,30.590345927,29.3321422094,26.7294345466,27.1696757458,26.7852032695,26.3013101577,25.4014404412,24.2466732265,24.9009661764,24.3979556201,22.4925017715,21.2029991477,20.5447982415,20.8161662954,20.2017066356,19.5923734282,19.1288346424,18.6819616007,17.8423494079,17.3375490455,16.6563896565,16.7738099204,16.0711151831,17.2899553823,24.1957229108,21.706141305,22.3529360549,22.4543829672,20.1368679022,22.7251779128,25.524030796,24.8289980474,22.8038683533,21.0780158873,20.3123272857,19.2067366788,15.0189426287,15.0252002365,14.8185968445,15.8118370554,16.3085899181,16.4514557491,16.5938930274,17.4119593856,17.8165167367,17.7088917239,18.4697549405,19.0803956892,17.5274830067,18.5610222772,20.6736485093,20.4281505032,21.122343311,22.1332892355,23.5408321842,26.1206210888,27.5920612453,28.2312928005,29.9646531836,30.1211650349,31.9746990119,33.2980076486,34.5220760286,34.3874261919,34.3125680134,33.647714603,32.6691251524,33.1002794854,33.7354031915
"G8 (Group of Eight)",46.0036000369,47.3823051761,43.5222531503,44.6378985524,46.3725844672,45.1452349579,45.8504431189,46.4802818541,47.935035129,49.2297026555,48.0762006067,47.5348283331,49.4159320332,49.9538002289,49.729210849,49.4791137957,50.0147207622,50.5309088694,51.3889028577,51.4045074982,52.5172587645,52.4421702661,53.1175245095,52.9898841352,52.7755660325,51.2309508988,47.7922600194,49.1150817577,48.1133503092,48.1499998211,49.7492695479,47.6884012296,45.8436871599,46.6816719443,47.0533570527,47.5565213494,48.1468127484,49.1599918332,52.1012358231,51.3030961188,51.8718108315,51.476597757,51.5658286089,52.2914801988,52.8262355436,52.0929909447,51.3061939064,50.2228066515,49.2936977479,49.063843042,49.7701946891,49.0442798275,47.1977874354,46.9174316123,45.4121967465,44.1873922171,42.756786679,40.8688911773,39.8583038382,38.9238360863,37.5373356874,36.8186201118,35.8271960773,34.7854213585,33.8851572513,33.5529102908,33.6743055441,34.0429869767,34.1451376,33.5575084743,33.2268520967
"GCC (The Cooperation Council for the Arab States of the Gulf)",0.7984310625,0.8243111651,1.1308695283,1.2342293238,1.5127409857,1.6294540171,1.7252982876,1.5683477025,1.5099159181,1.4511360831,1.9852368525,1.7805474294,1.6684097238,1.6467007998,1.7285790982,1.6780168837,1.6528508923,1.6897186832,1.7400035177,1.7554151524,1.7476692907,1.6558814817,1.6305569248,2.2373725515,2.5165123561,2.8024292341,6.8851573864,5.7045426115,6.2284789859,6.0427790872,5.0651484373,6.2767374954,7.9873191861,8.534680072900001,6.3910123927,4.5754345362,3.9540648917,3.3656120503,2.1064571995,2.0648177857,1.8078571773,2.1568976866,2.5149031994,2.414506599,2.4912581273,2.3938179294,2.1444747151,2.0270906385,2.3932956929,2.3732797497,1.74279497,2.0656517992,2.7271016947,2.5859745784,2.5836081201,2.802913251,3.0917565554,3.7854104804,3.9639958463,3.9583820988,4.7215291065,4.1881439072,4.3239547585,5.1803534063,5.7901465346,5.6964545228,5.2145302497,4.141233222,3.8636534811,3.9839892804,4.4626137407
"GSTP (Global System of Trade Preferences among Developing Countries)",23.2513003422,21.2418109464,24.0465734459,22.9814828526,19.7775731382,19.7040935189,19.0046124815,18.7398096472,17.8715854606,16.495112674,16.2635024263,15.7767246858,14.9318720221,14.4163388985,13.7682178785,13.9826008809,13.6678599516,13.2156453088,12.718499543,12.4925039417,11.8736862783,11.7235446107,11.4564780015,11.1080265371,10.2442038158,11.1072554711,13.8796602787,12.6609575937,13.4962603326,13.7625134432,12.7195801081,13.9061646024,14.9228335207,14.2736296366,14.6707531127,15.0302393644,15.1769748999,14.6519316058,11.5915087224,12.0199902848,12.3793007205,12.9602307404,13.0493464318,13.3362663777,13.2468473846,14.1968699258,14.6867513384,14.9845554265,15.6256006609,16.0116386733,15.2903622125,16.2264236266,17.5461117692,16.7238576162,16.6371879101,16.4399563839,16.924014166,17.7667080156,18.2627892655,18.0193575548,18.5088182985,18.8452836557,19.9780887117,20.2637687158,20.2403773051,19.7132756548,19.6411692814,19.2481879474,19.2088491404,19.9018275984,19.9205597109
"IGAD (Intergovernmental Authority on Development)",0.6049275412,0.5130031417,0.454493066,0.566499183,0.5159186825,0.4641347853,0.4502316993,0.4611809673,0.4667366753,0.4267822451,0.4225119165,0.4633769114,0.4183157823,0.4009049246,0.4209919988,0.4746746587,0.4550693213,0.4248038633,0.4106569216,0.3777781492,0.3495192773,0.3300264771,0.3297317148,0.3012154774,0.2900523993,0.2602154343,0.1922293515,0.1875677775,0.2112906669,0.252016589,0.176937998,0.1562776111,0.132257862,0.1276671768,0.1255513588,0.128409743,0.1308931994,0.1097253942,0.1181133424,0.0901079413,0.08412864,0.0785711236,0.0580925501,0.0542957615,0.055980419,0.061891334,0.0716795829,0.0692850782,0.074041895,0.0724119344,0.071127394,0.0655732099,0.0726974095,0.0788454121,0.0830383949,0.08231968,0.086983157,0.097696188,0.0949989403,0.1140818349,0.1269286256,0.1308527477,0.1376907361,0.1201043817,0.0895626366,0.0903444161,0.0917736235,0.0935440925,0.0948442742,0.0947154924,0.0849452882
"LAIA (Latin American Integration Association)",10.4920153993,8.817562667900001,9.686764671900001,8.635030647800001,8.1001447076,8.8255835584,8.239533398000001,7.8035151893,7.5969695473,7.2290050906,6.960269894,6.4036807006,5.9852592462,5.7945109606,5.7116568975,5.4738560866,5.3708391603,5.1747226328,4.9123059781,4.9285449592,4.4917580291,4.4657731683,4.3804829006,3.7986000552,3.6164618327,3.9360708368,4.3423153837,3.8292223776,3.8691286725,3.9804351755,3.7814258988,3.9804609698,4.3247330747,4.8013033843,4.7027130539,4.8797044448,5.1617474126,4.9164359011,3.8424531221,3.6938801188,3.7879492207,3.9065249152,3.7783587382,3.6991188647,3.6196891391,3.8473135157,3.9678587808,4.0351265464,4.3793916721,4.7153590802,4.6892586237,4.815302057,5.1725880498,5.1748037607,4.9871507894,4.6692193502,4.7643727869,5.1178095996,5.2946781537,5.1719938251,5.1945839062,5.2117497352,5.4488970392,5.6412330649,5.6670566549,5.4891931133,5.3156327824,5.1780538508,5.1539087994,5.2353508027,5.2018547156
"LAS (League of Arab States)",3.3185507575,3.4311636519,3.7310184601,3.6144695587,3.9354408307,4.1236950388,4.3002539725,4.1174033009,3.8068149157,3.5629316042,4.3204698163,3.8769113348,3.719256548,3.5302313573,3.534764606,4.046192074,4.0221391175,3.9312938042,3.9419095883,3.8763992017,4.1325819829,3.9921644137,3.8007544818,4.3968097484,4.5337955244,4.9376464876,10.1094058953,8.768904689699999,9.299272845200001,9.060262815,7.7220646466,9.7013107352,11.6547708445,11.2042248832,8.9763328638,7.0005024682,6.2407751537,5.7737410005,3.7109649575,3.6280011334,3.2174176415,3.7515195096,4.0674670463,3.618125966,3.5318309786,3.3295940421,3.0201007255,2.898126271,3.3305932358,3.3587690942,2.5815318172,3.1252230344,4.0881746544,3.8176819216,3.7812484046,3.9823544568,4.4046106987,5.3345033446,5.6026955829,5.6454696414,6.6935357233,5.8921995133,6.0648675314,6.786289966,7.5691119824,7.3091266219,6.6240103113,5.2468848174,4.9151634376,5.1335565569,5.7278515401
"MERCOSUR (Southern Common Market)",6.6799677093,5.514621215,6.0742771932,5.3119925825,4.6347699502,5.4801980629,5.0100832334,4.6681240984,4.5867301706,4.4840888269,4.3551764759,3.9428550849,3.6927803734,3.5223896378,3.4595163551,3.3922608798,3.1629096159,3.0518123938,2.868482643,2.9263753094,2.5742886694,2.6177508023,2.507241084,2.2660155889,2.2381626137,2.5437914519,2.7992208807,2.3933694524,2.4227490183,2.4943820766,2.2274770068,2.3115198577,2.3775662955,2.7092738161,2.41062009,2.4218574609,2.661776592,2.5281092481,1.8301357544,1.7739557123,1.9059500016,1.9303111634,1.8283985832,1.7372466697,1.7051656797,1.8173505724,1.8337230055,1.7397122328,1.8332870396,1.9363047421,1.8209699022,1.6868353312,1.8517947959,1.8710547841,1.8009746657,1.7758896953,1.9159951508,2.1058862243,2.1223414237,2.1086497625,2.324187563,2.2041965598,2.2812239832,2.4460167465,2.3545658034,2.2441965968,2.038406397,1.8222261723,1.7797946628,1.8358990876,1.8047884669
"MRU (Mano River Union)",0.1527255314,0.1603327882,0.2218105936,0.2368862863,0.2385276439,0.2434378206,0.2835317052,0.2626079337,0.2506849884,0.2258552623,0.2444685741,0.2478068135,0.2875310584,0.2906828895,0.25651254,0.2865972781,0.3210942771,0.2934719924,0.2913698595,0.2770823255,0.3053115032,0.292238147,0.2646306298,0.2338097479,0.2316027095,0.2358142033,0.2219169985,0.2112582627,0.2442862938,0.27006234,0.2547522666,0.2177018949,0.2126696248,0.1796960734,0.1763305398,0.168261037,0.193588312,0.2049173941,0.2072479499,0.1653160337,0.1316285397,0.1289630686,0.1358465938,0.1088846044,0.1090972132,0.0961963314,0.0882507086,0.1023736736,0.1047040127,0.0943246021,0.1001743522,0.0945223999,0.0758802239,0.0780281975,0.0955226673,0.0869323515,0.08570922,0.0841688798,0.081621246,0.0735858358,0.0754855784,0.1015954237,0.0878607113,0.0806179544,0.0844423406,0.0866066521,0.0896121681,0.0865413729,0.0883823079,0.0983751434,0.085558654
"MSG (Melanesian Spearhead Group)",0.0717615508,0.0720222681,0.066431709,0.0585824171,0.0750123851,0.0844228408,0.076554477,0.0744949667,0.0639839803,0.0682557093,0.0782457948,0.0801039455,0.0663843885,0.0581240953,0.0610539822,0.0700465249,0.0739130582,0.0670445674,0.0583225435,0.0621408265,0.0649542881,0.0643880014,0.0612894006,0.0608374539,0.0775524616,0.1106446476,0.102671812,0.0727472822,0.0731998122,0.082103923,0.075349378,0.0751779147,0.074053578,0.0658695536,0.0647396904,0.0651000188,0.0691682703,0.0671617736,0.0678208813,0.0643943458,0.0671705079,0.0642924253,0.0494996499,0.0537444605,0.0628292968,0.0842526034,0.0780263182,0.0670204444,0.0638334688,0.0529170992,0.044040645,0.0467745351,0.0426186376,0.0388857709,0.0343703621,0.0392065419,0.0366376174,0.0391874646,0.0414773284,0.0402994335,0.0427391629,0.0417766916,0.0448010354,0.0461494774,0.0437694502,0.0400246889,0.0562996085,0.0592040447,0.0599283282,0.0645908744,0.0577884932
"NAFTA (North American Free Trade Agreement)",27.99663376,26.5032747681,21.9134412725,22.3680358565,23.2032704306,21.362474559,20.8112478444,20.9222092502,22.3975525047,22.5769366663,20.4785124292,19.3239664788,20.1231353456,19.8996477887,19.615658665,19.2543976971,19.8553386733,19.1356430962,19.5939431255,19.691960335,19.9626837624,19.1606596427,19.3031406234,17.8800186743,17.1678999024,17.1015845082,16.2494927078,16.6276616,16.1855345905,15.11130397,15.2841126474,15.2424859594,15.1859114817,16.5114850025,16.4281025526,16.5996399172,17.4485745206,17.1228459936,15.8475832781,15.074939832,16.3582571823,16.79011837,16.0750564963,16.8216973722,16.6046856224,17.5004656077,17.1009964016,16.5465319338,17.0529968962,18.1091622584,18.4023629926,18.7082770518,18.9839219119,18.5228794198,17.0186986566,15.3215882927,14.3067060691,14.0515672508,13.7214460342,13.1284764306,12.6025921135,12.7578550005,12.8366371799,12.4510759337,12.81321651,12.7595791004,13.1347999587,13.8709674193,13.8165699823,13.4017418935,13.1673678268
"OAS (Organization of American States)",38.627253721,35.5740494421,31.7672963663,31.1636564051,31.5200607204,30.5372754303,29.3895748735,28.9096540188,30.1934909217,30.2091561049,27.8245421358,26.0649330229,26.503059141,26.0731574564,25.699426712,25.1372062203,25.6301969514,24.6596688526,24.8805155198,25.0356325828,24.8571036215,23.9494695329,24.089136419,22.0793441448,21.202829197,21.3821065527,21.1540506004,21.1784650495,20.7651884869,19.7889009436,19.5074945801,19.5294098204,19.4928149969,21.0580221591,20.6266186512,20.7982116145,21.7872812916,21.2790140204,19.2033407017,18.12894329,19.4893078719,19.9827030495,19.0194488209,19.643267583,19.3324645188,20.3469150125,20.0189782462,19.4108158381,20.029793995,21.262562966,21.410021908,21.6044789828,22.0363330872,21.5854886225,19.9903661604,18.2473875366,17.4407894177,17.5457358433,17.3843260384,16.7586099178,16.3885171087,16.5190442136,16.7051857896,16.567433408,16.8613557609,16.6482211804,16.7445876559,17.1451868562,17.0201004043,16.7057286818,16.4219282101
"OECD (Organisation for Economic Cooperation and Development)",66.308841597,68.9515605064,63.8541822856,65.2292419746,67.23353102030001,65.77544552889999,65.7180643203,66.6193213087,67.6754782922,68.0967970098,67.052400549,66.9455028892,69.1477213581,70.2484964029,70.337313123,70.1632202223,71.0787886063,71.7388684364,72.3184373461,72.41968652280001,73.3322690153,74.0364819234,74.8736329398,74.68154075060001,75.33883880400001,74.2528423559,68.45371459800001,70.22350961159999,69.25761583009999,68.986316903,71.2400015068,68.9592099269,66.2239542415,66.2123118594,67.25331607760001,68.22087126140001,68.904584683,70.7702451877,74.6401448096,74.40913496500001,74.8529069537,74.1848313988,75.7556796801,76.6398375106,76.0382716909,74.75168592999999,74.14247236600001,74.30324997779999,73.4775276394,72.9259430898,75.06100710920001,74.1602809303,71.36595506480001,71.8679175498,71.0582794167,70.0128956371,68.4542349118,65.70410671010001,64.2024024329,63.6267304571,61.5435815497,61.8095566903,59.5710321464,58.0036264506,56.6642373763,56.7844983751,57.0881793765,58.1835619692,59.3283911366,58.6420601483,57.8744613749
"OECS (Organisation of Eastern Caribbean States)",0.0119031058,0.0128322891,0.0226869576,0.0184083734,0.0270035555,0.0257756963,0.0249259158,0.0239440122,0.0223135837,0.0216557697,0.0230618125,0.0232739653,0.0191771321,0.0227388798,0.019008991,0.0208873539,0.0197818503,0.0194230289,0.0177136451,0.016399499,0.0155092412,0.0162862198,0.0138675465,0.0127483744,0.0124805634,0.0122311216,0.0107490555,0.0110200386,0.0085798188,0.0077471697,0.0087958394,0.0083575019,0.00803325,0.0087917948,0.0087276964,0.0103062392,0.0096264191,0.0109565626,0.012850759,0.0105869217,0.0119379765,0.0100189741,0.0100659803,0.0100596492,0.0103458507,0.009785405,0.0075511218,0.0060648511,0.0052330219,0.0051496568,0.0055144564,0.0051021228,0.0047784472,0.0044616458,0.0042617095,0.0040207203,0.0035730833,0.0032591849,0.0029847868,0.0025647743,0.0028345306,0.0034190858,0.0029219954,0.0022749831,0.0025168001,0.0024143002,0.0024794035,0.0027056373,0.002431604,0.002921872,0.0019392347
"OIC (Organisation of Islamic Cooperation)",8.4001857273,9.084799910299999,10.9999031885,10.6584952795,9.348108355700001,9.141396560200001,9.255342024500001,9.2110127508,8.8123511544,7.9269492473,8.5253724873,8.2833825865,7.8011723816,7.5375154173,7.308271873,7.7196678268,7.7385255192,7.5914016572,7.455332492,7.4766560531,7.3458525437,7.2310106118,7.0288188124,7.8918818986,7.5148156856,8.148903840699999,14.6514739367,12.8315044215,13.7464886979,13.5389788642,11.644406438,13.9058262052,16.3083020321,15.453067337,13.6745152751,11.7931676436,10.8541943625,10.0820313026,6.6924278759,6.8378614986,6.220042921,6.9038436648,7.5700580524,7.3290288892,7.5469140123,7.525632781,7.1593741185,6.990103096,7.6755737516,7.6365890259,6.472808344,7.3306744308,8.609990464199999,8.2011181992,8.248053155699999,8.473539906499999,9.030905864199999,10.259261195,10.7363808019,10.7917729856,12.2200987996,11.2840265845,11.6940267723,12.6869201364,13.3185300584,12.6820885439,12.0661701492,10.1328221018,9.647096492999999,10.118810189,10.8554964783
"OPEC (Organization of the Petroleum Exporting Countries)",4.4733021543,4.6331595157,5.0795358821,4.5981599911,4.861978378,5.2640564569,5.399756896,5.6335188147,5.8854295238,5.3857990253,6.0464010732,5.4896142094,5.1328151473,4.9869752724,5.0227369064,5.3635540965,5.5274321552,5.3946397102,5.2206889131,5.6821982977,5.5235781195,5.3967216157,5.2414048269,6.1935587857,5.5351909541,6.1141378315,12.5295614162,10.6764212887,11.3936690771,11.0300171153,9.1515510508,11.3796381202,13.5520189153,12.6658625632,10.6291057794,8.605528509199999,7.710769795,7.1126587523,4.123433779,4.2092297258,3.5793226964,4.1863647132,4.911548384,4.3512568103,4.2143154157,3.95132134,3.5326066427,3.3236471925,3.940148651,3.8654947522,2.8332552891,3.5484429455,4.7156032496,4.2554298258,4.2151479015,4.4514074739,5.0749361614,6.2598678687,6.6193800048,6.6276056682,7.7628066164,6.6168495703,6.800094533,7.6894503378,8.344737693000001,7.7354436452,7.0856712768,5.3708775793,5.0080875486,5.3466289689,5.9396974739
"SAARC (South Asian Association for Regional Cooperation)",3.6610776834,3.3978413424,3.7079060108,3.9059626428,3.0126424882,2.6914523615,2.6031001602,2.5613480931,2.1850881228,2.0962627965,2.0173507856,2.0401744852,1.9275060156,1.9202891447,1.8165942288,1.8225381878,1.7460748315,1.6644239067,1.6998532969,1.4836170896,1.2416285755,1.1373592551,1.0898363947,0.9475650796,1.0470970929,0.8506302559,0.7465389409,0.7547777809,0.8151787015,0.8150417233,0.7718074503,0.7508822857,0.6731022243,0.6866133149,0.7576365866,0.8001600659,0.7726629608,0.7623705101,0.7298897618,0.7411992011,0.7388195773,0.7723907525,0.7932146268,0.8108505948,0.8497389861,0.9145413957,0.899490488,0.9006492146,0.95111751,0.9635975483,0.9564615937,0.9638058347,0.997773398,1.0414090471,1.0911707482,1.1080252505,1.1441125876,1.2661554715,1.3136706475,1.3580873957,1.4942504669,1.6466551974,1.8143886842,1.9918092111,1.9343113576,2.0135145029,2.061918285,2.0233887045,2.0696497247,2.0891739963,2.0685992179
"SACU (Southern African Customs Union)",1.9966065315,1.9725953913,1.877987623,1.6941427812,1.7364660953,1.729945774,1.6211951037,1.6683294985,1.6615716549,1.6812596446,1.6033537745,1.6562762309,1.545895215,1.5932921878,1.5727278376,1.5347979698,1.4434882189,1.3755817641,1.3597390473,1.410680551,1.3481149904,1.2426320031,1.0834363272,1.0169238139,1.0137283361,1.0775014934,1.0683586183,1.0418549626,0.8273597816,0.9079936999,1.0097892356,1.1409381046,1.3618137091,1.1135750523,1.0243639108,1.0945334761,0.9623923912,0.9189450879,0.9672058628,0.9753617932,0.8783776502,0.8295899453,0.7734751311,0.767574121,0.7202749252,0.7412340682,0.6803683798,0.6265363834,0.6324007876,0.6494191639,0.5595082283,0.5538236501,0.5441957961,0.5533595317,0.5324260025,0.5621480449,0.5869924233,0.5764502237,0.5593313846,0.5743591071,0.5663401831,0.5628718418,0.6714332115,0.6662575825,0.6096612345,0.5880522359,0.5740908788,0.5680732018,0.5631094399,0.5748892217,0.5534040059
"SADC (Southern African Development Community)",3.2496400151,3.2159587051,3.1980440196,3.0371485274,3.2601073457,3.3025866865,3.2217498287,3.2411171926,3.2531103855,3.0542297958,2.9077569416,3.0584545848,2.8721916899,2.767537837,2.7650344585,2.773895324,2.5380338915,2.413876833,2.4293703227,2.4262065893,2.3813414563,2.3193100819,2.124829975,2.0071942424,1.7980085682,1.8803597414,1.8092876018,1.5994114277,1.3262783962,1.3632502066,1.4071210806,1.5500273407,1.7915426822,1.5043290988,1.4037982104,1.4692651351,1.3313488168,1.2916531699,1.2813948931,1.3009959745,1.2196783799,1.165823079,1.1086709306,1.0586229392,0.9805928693,1.0033418879,0.914011374,0.853002592,0.8917702841,0.8931926074,0.7713189904,0.7722577741,0.7861326962,0.7858178468,0.7964289387,0.8174459568,0.8647002941,0.9334335582,0.9634318986,1.029900648,1.1013403762,1.0457345549,1.1827531061,1.2161852385,1.1817419199,1.1381054869,1.0845693389,0.9513437433,0.9205150994,0.9683912907,0.9672445127
"TPP (Trans-Pacific Partnership)",13.8177673909,13.4190792161,14.8135883729,14.8652910549,14.7403526229,13.9401868275,13.1718259644,13.6902647181,13.6699777954,13.2126281874,12.7378025764,13.4075585495,13.0116234638,12.9171382979,12.9505445204,12.9594815343,13.2725317864,13.5356371148,14.1253742292,14.2199042738,14.9754678283,15.3098330502,15.4447064125,15.7755911202,15.7488313352,15.0045649778,14.4117485541,13.710367141,14.5303413679,14.6634186504,14.9000775449,13.755425005,14.1168471324,15.7294817847,16.05873431,17.3328940576,18.7473544253,18.916599846,18.5351658774,17.7838609957,18.3550278689,18.119126674,17.2646950541,18.3843656841,18.3779501375,19.8706159262,19.9320429242,19.3802249838,18.8289185815,18.9837762041,18.2285374463,19.2111951407,19.8383414755,18.6068196574,18.0737861676,17.3490426585,17.1240180329,16.8155431689,16.4353241458,15.7103439647,15.1905737983,14.9698771394,15.9332237323,15.3130050776,15.1656991584,14.4964594281,14.5559820867,14.8084095485,15.2333418087,15.3549012015,15.2539867618
